Molecule	Protein	UniProt	Gene	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
10425-3	B4GT5	O43286	B4GALT5	738.5	790.3	1441.4	741.3	789.5	768.7	780.8	946.9	674.1	652.3	1244.4	519.9	650.3	726.3	564.3	1769.5	561.9	486.9	703	484.5	520.4	633.6	902.5	682	655.7	719.4	941.1	695.2	631.4	701.3	574	707.7	620.6	882.2	592.5	791.4	760.3	654	814.6	739.9
10426-21	GOSR2	O14653	GOSR2	186.5	244.6	5915.8	196.4	337.2	144.3	202.4	362.5	200.6	210	296.9	94.9	188.8	231.6	136.3	524.4	138.2	83	168.7	140.5	88.4	129.9	535.2	99.9	119	152	178.9	146.7	157.4	195.7	94.7	112.4	191.6	278.2	287.8	201.5	313.3	261.3	324.7	254.4
10427-2	Fc_MOUSE	Q99LC4		1019.2	908.7	1513.8	1233.8	1204.5	788.3	1116.1	1833.3	878.2	1127.6	1027.4	719.7	1086.4	1477.2	689.5	2024.2	1289.4	541.2	848.8	723	568.6	1057.2	1397.1	1133.8	1378.7	796.5	1122.2	1008.3	1009.1	915.9	2654.4	1085.5	881.9	1263.3	770.7	1065	1493.6	1002.9	1516.1	1805.7
10428-1	KI2S2	P43631	KIR2DS2	2148	2113.7	1566.7	2488.5	1859.9	1921.5	2617.7	1228.7	2090.7	1965.9	4533.4	1972.3	2102.1	2350.3	1890.7	7794.7	1930	1279.3	2971	1219.5	1811.8	1582.8	1544.2	2893.6	1991.3	3305.8	2546.1	3148.1	2902.7	1349.5	1903.9	2024.2	3585.2	1092.5	2304.2	1584	1608.8	2129.3	1509.8	2666
10430-31	4F2	P08195	SLC3A2	163.5	200.1	478.2	149.9	221.7	197.7	169.6	311	169	161.7	355.3	118.2	157.2	200.7	125.4	437.2	214.7	115.5	194.9	136	114.3	148.7	271.5	120.1	148.4	170.8	240.2	230.7	134.2	457.7	122.7	118.4	347	288	155.2	217.1	185.8	177.8	249.1	197.8
10432-3	K1644	Q3SXP7	KIAA1644	143.4	153.9	241.1	137.3	135.3	144.8	135.8	153.3	138.4	247.9	175.3	118.4	363.4	163.3	112.3	176.7	126.8	112.7	145	115.3	137.6	151.2	164.5	138.7	136.3	157	162.6	137.7	110.2	139	127.2	716.2	114.7	164.4	110.6	153.9	117.5	129	156.3	142
10435-2	ASPG	P20933	AGA	758.3	765.1	1205.5	705.2	799.5	752.6	923.2	735.2	695.1	630.5	1077.1	541.7	718.4	774	578.1	1612.4	533.1	569.7	750.7	450.4	625.9	681.1	791.9	651.6	685.9	748.9	864.7	701.9	628.3	688	695.7	679.6	614.6	849.9	611.2	818.2	620.1	598.2	701.4	849.9
10438-19	CSF2R	P15509	CSF2RA	1693.1	1122.7	1555.9	1252.1	1654.2	1525.1	1674.9	1351.1	1316.1	993.3	1550	755.3	1420.5	1857.8	1089.4	2285.7	1063	1213.9	1067.4	763	1398.2	1252.4	1536.3	1062.7	1180.1	1156.3	1510.9	1110.2	1508.6	1319.1	1073.3	1045.8	1718.4	1405.2	923.5	1573.5	1519.5	1819.2	2035.8	1116.6
10440-26	ACAM	Q9H6B4	CLMP	1315.1	1137.3	2314.1	1388.6	1775.2	1275.5	1304.2	1671.9	1240.1	1156.1	1580.1	1012.5	1110.3	1594.3	902.4	2382.1	923.6	1123.4	1148.4	1007	1288	1057.9	1762.5	1479.1	1202	2337.7	1662.3	1220	1251	1281.7	1101.6	1141.5	1665.9	1823.1	1667.4	1758.2	1398.8	1458.8	1518.4	1507.7
10442-1	TM190	Q8WZ59	TMEM190	166.2	365.6	372.9	165.6	261.5	342.6	270.6	242.5	353.5	122.6	262.6	179.2	305.3	244.9	189.4	405.7	112.4	114.7	136.7	313.9	322.8	320.7	151.9	291.1	196.4	221.7	252.7	302.4	121.2	243.1	121	258.9	202.6	450.8	410	160.8	309.8	452.2	505.6	561.3
10445-20	ApoM	O95445	APOM	1482.6	1072.5	1647.2	1380	1190.7	889.5	1248.3	1178.7	1180.3	1280.8	1046.7	856.9	1275.7	2007.3	931.1	1046.6	792.4	863.1	1095.6	1021.6	1130.9	1021.6	1904.5	839.5	1177.9	1239.8	1104.1	996.2	1127.5	1087.3	816.6	801.7	1162.5	1095.8	1565.3	1055.4	1236.8	1211.4	1347	1387.8
10447-18	PABP3	Q9H361	PABPC3	3222.2	3046.4	4248	3433.8	3843.3	3800.4	3088.9	3954.5	3685.4	4399	5156.5	3424.2	3448.1	3976.9	2376.9	4841.7	3920.7	3373.5	5266.3	2810.3	2886.8	2946.9	3394.2	2548	2757	4321.7	4361.1	5763.1	3631.2	3823.8	3075.4	2691.3	3596.2	4266.7	3000.7	4787.4	3181.4	3316.5	5126.6	3955.1
10449-31	TMM46	Q6UWI4	SHISA2	4159.9	3290	7607	4314.7	5147.5	2987.9	3975.9	4248.3	3159.8	2597	4652.3	1785.4	2440.8	3102.3	2051.6	6347.1	2277.7	1970.6	3718.7	1761.2	1857.6	2328.8	6451.7	2294.8	2466.7	3128	2866.2	2736.3	3960.7	2824.9	2151.5	1591.3	2533.8	3703.4	3616.6	3805.9	3498.3	3268.6	3635.1	3661.5
10451-11	NUCB1	Q02818	NUCB1	2436	3558.2	3605.8	2510.2	2617.5	2476.9	1995.3	2394.4	2095.3	2996.9	4421.3	1836	2421.5	2743.1	1901.5	6641.2	2599.6	2006.5	2261.7	2173.6	2299.6	2207.5	3351.2	2372.3	2015.6	2339.5	3013.1	2735.9	1700.9	2932.8	2510.9	2733.3	2222	3004.6	2088.6	2571.5	2768.6	2578	2667.4	3334
10452-24	Fc_MOUSE	Q99LC4		1430.4	1105.1	2601.1	1341.6	1762.2	982.8	1317.1	1581.8	1045.2	898.2	1794.8	595.6	804.9	1076.9	768	2636.7	734.9	621.1	1194.4	590.1	653.4	744	2182.5	731.2	890.3	1028	1095.7	912.9	1163.2	966.9	715	526.8	822.4	1350.8	1162.8	1223.1	1203.2	1077.1	1287.6	1219.7
10453-7	CEA20	Q6UY09	CEACAM20	129.6	130.5	243.1	121.7	155.1	129.1	162.9	158.1	119.8	114.7	179.3	155.7	112.1	128.3	90.3	248.2	101.4	82.7	120.6	87.9	79.8	105.8	178.5	106.7	108.5	127.7	132.4	129.4	130	122.5	92.8	98.9	154.4	156.9	113.2	140.8	138	145.4	141.9	128.9
10454-99	DJC16	Q9Y2G8	DNAJC16	260.3	268.9	471.8	288.4	273.5	446.3	366.9	528.9	456.8	463.8	826.6	442.1	503.8	372.8	226.1	941.2	456.1	682.2	660.2	259	252.2	342.6	206.6	186.8	692.9	702.2	514.8	1249.4	278.7	329.9	406.6	187.9	266.4	419.2	146.6	670.5	166.9	417.8	467.1	270.4
10455-196	IL-31	Q6EBC2	IL31	392.9	538	894.9	397.4	534.8	540.7	975	679.1	349	494.2	1340.2	324.3	464.1	371.3	352.4	672.4	616	404.5	651.9	351.4	511.9	436.3	484.8	5501.7	644.3	497.4	772.1	512.4	405.2	352.6	303.2	647.3	399.1	546	363.3	657.9	671	363.6	515.3	459.4
10461-57	Fc_MOUSE	Q99LC4		200.9	215.6	398.6	234.2	219.4	207.2	193.3	251.3	181.9	177.9	278.9	154.5	202.4	205.3	141.3	357.9	166.9	153.3	199.7	151.2	167.2	194.5	244.2	168.9	177.3	204.1	253.5	201.2	165.7	186.6	172.8	190	172.6	354.9	169.5	245	175.4	189.6	258.7	215.2
10462-14	INSL5	Q9Y5Q6	INSL5	302.4	319	581.5	248.6	346.9	343.5	384.5	398.1	312.8	344	498.9	214.6	445.3	356.4	234.2	502.7	339.9	216.6	306.1	250	414.3	455.5	468.3	252.2	251.9	307.7	375.6	438.4	237.7	393.9	225.4	250.4	233.8	473.3	274.5	319.9	293.3	376.4	382	507
10464-6	ANTR1	Q9H6X2	ANTXR1	1600	1942.2	3378.1	1975.4	1747.6	2344.2	2055.4	2373.6	2016	2286	2391	1844.7	1852.3	3306.6	2244.1	2619	1603.7	2040.9	1976.3	1993.2	1744.5	2139.4	2474	1463.4	1745.8	2168	2525.8	2019.2	2369.1	2247.9	1396	1827.4	2097.7	2160.7	2516.8	2235.8	2436.4	1812.5	3571.2	2375.3
10467-58	Fc_MOUSE	Q99LC4		572.5	604.4	1265.5	603.1	755.3	629	504.3	962.8	473.4	496.7	1113	354.8	430.7	529.5	545.8	1402.1	456.3	419.8	570.6	359.6	389.3	419.2	713.4	403	550.5	535.9	763.3	441.7	500.1	509.2	425.8	409.1	419.7	683.2	550.1	611.2	475.8	466.9	569.2	567.9
10471-25	Fc_MOUSE	Q99LC4		650.4	2555.9	1245.9	613.7	767.2	753.5	1015	855	629.2	606.4	1275.5	574.5	691.7	644.9	514.1	1888.5	579.7	451.4	638.3	354.9	408.3	594.3	1704	546	607.1	673.3	872.4	616.4	445.3	560.6	546.1	636	460.7	901.9	481.3	728.4	712	568.4	667.6	657.1
10476-23	Fc_MOUSE	Q99LC4		7037.1	12035.9	5642.3	3785.9	11993.8	9896.9	3071.9	3655.4	5568.1	13383	5933.8	3919.8	6995.3	3135	4530.3	3883.5	3115.3	13411.4	9472.7	7227.4	4293.1	4273.2	5821.2	3796.3	5631.3	5498.3	2661.9	5753.9	2282.7	6439.4	8443.3	29948.8	6096.4	7547.2	4905.8	2711.3	3409.5	9249.3	2966.1	4295.1
10477-162	Fc_MOUSE	Q99LC4		47.9	279.4	1139	60.3	576.5	33.1	55.1	1045.1	136.5	439.8	56.5	38.1	368.1	535.3	52.3	277	49.7	28.1	40.8	458.2	29.4	180	1157.1	26.5	30.8	49.4	67.6	58.3	43.4	163.1	32.6	167.6	472.2	487.9	455	126.8	2019.6	891	883.3	481.4
10485-56	MAGE-4	P43358	MAGEA4	9.8	40.2	69	7	54.7	5.5	5.5	56.7	23	53	10	11.3	64.5	91.4	12.7	19.5	8.8	4.5	12.6	55.5	9.6	10.8	111.2	6.1	7	8.6	12.6	12.1	11.7	29.5	45	42.8	76.4	49.2	45.7	22.1	101.2	87.6	71.2	50.9
10489-19	Fc_MOUSE	Q99LC4		230.8	175.6	355.5	206.7	226	154.8	207.8	227.6	183.8	152.9	257.6	105.1	138.3	170	125.1	357.2	148.2	111.3	171.4	106.2	113.3	141.1	320.9	136.4	136.8	161.4	156.2	147.9	173.7	150.4	121.9	97	135.3	190.1	175.8	228.2	197.6	191.5	186.1	184.7
10490-3	RPN1	P04843	RPN1	3325.6	2961.1	4379.1	3123.7	3598.8	2591.9	2616.1	3953.6	2941.2	3433	3597.2	2345.5	3741.5	4149.4	2541.6	4339	3435.5	3165.3	3617.9	2526	2892.1	4608.4	14290.5	4180	2311.3	4198.3	2885.9	4424.7	2890.5	3256.6	9360.9	2428.2	2779	4459.5	2368.5	3969.8	2974.6	3683.1	3319.7	3369.8
10491-21	Fc_MOUSE	Q99LC4		3350.2	2546	6596.3	3566.2	6373.4	2131.4	3374.6	3367.7	2534.4	2027.8	2705.2	1217.7	1839.3	2488.2	1437.1	3480.6	1798.5	1455.8	3168.4	1496.7	1489.9	1767.7	6426.3	1673.6	1957.9	2746.9	1897.4	1804.5	3552.9	2056.8	1905.7	1093.7	2286.3	3455.2	3287.1	3459.3	2474.6	2270.7	3190.2	2971.3
10494-48	Fc_MOUSE	Q99LC4		244.3	269.5	451.1	223	236.3	261.2	217.6	284.4	248.7	232.3	312.4	199.8	239.4	238.6	184	364.8	249.4	186.9	237.2	164	185.1	210.7	260.4	260.4	212.8	236.8	292.1	215.4	201.2	226.5	632.3	574.8	224.9	290.8	163.5	261.4	242.9	216.1	276	273.3
10495-10	Fc_MOUSE	Q99LC4		197.4	187.9	311.4	531.4	179.6	249.6	186.7	203.1	150	211.7	238.9	119.6	163.7	181.7	119.6	324.9	134.8	154.6	177.9	117.7	117.5	148.4	228.5	150.7	210.9	158.5	279.8	156.5	116.9	164.8	138.2	235	137.7	213.1	118.5	177.1	157.5	146.3	180.2	155.1
10496-11	CaCC	A8K7I4	CLCA1	1732.6	1946.3	2949.6	1828.7	1577.2	4848.5	1839.9	2156.7	2598.3	2443	2782	2007.9	2208.2	1978	1173.5	3569.9	2112.4	1903.2	2175.5	2136	1337.7	1831.7	2696.4	1802.2	2534.8	2541.2	2918.9	2212.9	2115.7	2553.6	1751.3	2533.8	2415.4	2958.6	1658.9	2124.7	1964.2	2606.4	2529.4	2784.2
10497-242	Fc_MOUSE	Q99LC4		369.6	334.1	592.4	362	468.1	305	293.7	329.8	342.3	226.9	414.7	275.7	300	291.5	245.1	537	359.4	316.7	284.3	196.2	310.8	364.9	468.1	547.9	270.3	363.9	484	396.5	338.9	351.1	282	260.1	274.8	437.3	273.3	424.4	397	307.6	354.3	316.1
10499-1	T106A	Q96A25	TMEM106A	282.8	286.9	471	265	578.2	304.9	279.6	256.1	230.7	222.4	479.2	221.8	220.6	310.5	210.5	675.3	305.5	261.1	501.7	154.7	207	205.5	940.2	217.3	211.5	262.9	459.7	317.6	221.1	311.4	237	161.8	228.1	340.2	180.7	354.4	238.3	294.1	354.9	315.3
10501-3	Fc_MOUSE	Q99LC4		7	30.4	84	6.9	47.9	4.7	7.7	90.5	16.8	34.4	7.9	5.5	27.4	44.2	7.3	22	6.2	3.3	5.7	98.3	4.8	7.6	96.2	4	3.9	5.6	8.1	6.7	6.9	18.1	3.3	17.4	46.1	40.8	44.3	13.4	59	52.3	54.7	30.2
10502-15	Fc_MOUSE	Q99LC4		636.9	780.4	1304.2	638	665	661	656	810.3	545.8	636.6	1366.8	376.7	517.5	635.4	369	1407.3	387.3	2203.6	522.1	326.4	342.1	412.3	956.3	449.8	455.3	530.1	644.7	467.6	762.9	526.5	382.6	844.6	542.9	759.9	513.9	626.5	632	545	618.1	622.5
10503-55	Fc_MOUSE	Q99LC4		1180.2	1222.2	6637.5	1087.7	1647	1079.7	1066.2	1556.7	1047.1	1138.6	1767.3	641.6	807.5	1151.3	781.7	2607.7	695.1	571.8	1146.3	556.7	707.1	743.1	1783.1	723	949.9	1029.2	1354.6	878.2	1024.6	864.7	665.3	600.7	774.2	1727.6	1234.3	1809.8	931.9	857.3	1275.9	1177.4
10504-6	Fc_MOUSE	Q99LC4		258.2	272.5	502.8	287.2	277.8	272.1	267.5	290.5	230.9	238.7	424.6	199.8	245.7	260.9	206.5	546.8	225.4	197.2	292.5	183.5	202.8	245.1	296.1	269.3	240.2	355.5	383.9	239.2	238.7	239.1	230.3	222	217.9	333	198	295	232.3	221.9	305.1	271
10506-53	PGRC2	O15173	PGRMC2	1714.4	1310.8	1661.2	1318.3	1301.8	1243	1311.1	1307.8	1432.6	1285.9	1656	987.1	1352.8	2716.2	903.1	2115.2	2455.8	1249.4	1497.1	1040.5	1012.6	1043.2	1246.6	1299	1022.4	1365.9	1393.4	1697.9	981.7	1268.8	1988	856.6	1153.6	1503.5	1140.5	1641	2789.1	1073.4	2767.9	1344.2
10507-166	sperm protein 10	P26436	ACRV1	1007.3	239.4	477.7	231.4	268.6	227.5	238.8	313.4	210.2	194.1	376.1	154.8	269.4	246.7	159.2	497.6	172.3	177.2	310.4	151.1	160.3	198.1	329.8	267.7	198.5	229.5	288.8	196.7	190.9	558.5	331.3	286.6	179.9	329.9	197.2	256.5	222.2	204.6	247.5	89385.2
10510-62	SCIMP	Q6UWF3	SCIMP	170.8	179.5	491.3	166.6	199.8	184.2	1001.2	209.8	158.3	144.5	237.5	146.4	270.3	170.8	136.5	253.8	159.7	144.6	164.5	143.4	152.1	175.9	185	180.7	181.6	186.8	224	168.1	137.5	179.1	157.7	402	143.1	238.3	146.6	198.2	177.6	191.3	203.6	188.7
10511-10	Collagen alpha-3(VI)	P12111	COL6A3	67.8	394	1701.4	58	1080.1	39.1	42	1412.7	210.7	1087.8	49.3	60.7	653.4	1183.3	71.9	165.4	65.1	27.3	35.6	987.3	56.5	108.5	2132.4	38.4	31	74.3	86.1	55.3	74	262	24.3	350.9	1371.1	926.6	1278.5	192.3	1709.3	1577.5	1799.2	491.6
10512-13	IL3RB	P32927	CSF2RB	259.8	234.6	465	271	249.2	291.1	271	303.6	255.2	258.1	378.6	297.5	278.3	285.9	213.6	463.5	263.5	213.8	229.2	233.8	229.2	260.8	329.7	255.1	294.4	275.1	306.7	208	203.6	212.7	246.8	184.2	231.5	295.4	190.8	306.7	241.7	234.8	216.8	336.1
10513-13	CSEN	Q9Y2W7	KCNIP3	686.6	1769.2	1345.8	690.5	1019	1130.8	688.1	766.7	686.5	757.7	1142	767.1	583.5	668.8	505.3	1224.8	506	557.6	696.4	522.1	439.9	623.9	1138.6	536.5	573.5	591.2	630.6	555.9	586.6	618.8	676.8	817.3	664.3	889.8	613.6	1141.5	1225.2	677.1	665.6	655.3
10514-5	PGD2 synthase	P41222	PTGDS	20676.5	14542.3	18296	15752.2	19278.2	12356.1	15482.3	18189.4	13319.1	17218.3	13986.4	13944.4	14241.8	14326.1	12531.9	21847.6	13501.9	14831.7	17648.5	11813.1	17542.6	17006.7	16038.7	20401.4	14653.7	23839.1	20941.5	14512.1	21485.3	19530.9	13436.8	15583.6	25570	21496.2	18757.1	18386.3	12874.7	25297.6	19185.6	15756.7
10516-53	Fc_MOUSE	Q99LC4		60.6	63.5	93.2	61	66.1	69	61.9	63.3	59	108.2	64.9	53.5	106.6	63.5	51	70.7	55	54.6	58.3	51.5	56	69.5	71.5	61.1	131	63.6	69.2	57.6	52.7	58.9	57.3	66.1	55.9	73.1	66.1	60.7	71.9	62.1	67.2	64
10518-14	Fc_MOUSE	Q99LC4		93	102	176.6	90.1	102.7	98.4	87.1	110.6	88.7	87.2	124.8	78	135	104.5	72.8	157.9	83.6	74.1	89	80.3	83.5	95.9	111.3	101.8	151.2	94.1	117.8	89.9	75.2	90.3	135	89.1	79.7	122.2	81	109.3	212.3	85.4	106.8	96.3
10521-10	MXRA8	Q9BRK3	MXRA8	494	602.5	708.2	602.9	488.6	487.2	541.4	664.8	531.2	698.3	994.7	515.9	606.2	732.5	530.9	715.1	393.9	642.8	485.1	472.8	612.5	706.7	613.4	458.7	557.2	587.4	605.8	694.4	554	606.3	462	437.2	651.1	473.5	709.7	723.7	533.2	523.7	845	677.2
10522-167	Fc_MOUSE	Q99LC4		13735.7	12176.6	28651.1	13801	25304.6	8892.6	14518.8	14761.2	10665.9	7786.3	12375.4	4367.9	7763.8	11032.7	5564.7	17955	7337.5	5319.1	13004.1	5711.2	5704	6816.4	25642.1	6276.1	8147.1	10292.9	8519.7	7548.8	15027.8	9596.8	5314.1	3729.8	9098.8	15020.6	15619	15456.8	11116.8	10417.7	14564.9	13362.6
10527-22	DHX9	Q08211	DHX9	448.1	420.2	766.2	423	553.7	355.8	458.9	476.1	466.3	329.7	539	224.8	316.9	377.5	261.2	803.6	660.8	246.1	402.2	330.6	254.2	301.4	730.2	274.6	299.4	357.3	373.3	343.3	379.8	340.7	279.1	247.2	304.1	432.5	381.5	411.9	1123.6	399.4	416	422.1
10529-19	Fc_MOUSE	Q99LC4		353.4	356.1	688.2	351.2	395.5	366.8	352	441.9	326	316.7	527.7	232	316.8	355.3	244.1	680.7	265.6	234.4	351.7	244.8	242.1	289.4	485.9	304.5	286.6	354.1	411.1	293.3	291.2	309.9	270.7	267.6	275.4	458.8	295.4	384.7	339.1	311.5	384.6	360.2
10530-8	PSB6	P28072	PSMB6	401.6	445.9	860.4	409.3	494.2	443	388.1	482.4	361.4	389.3	583.9	278.2	465.3	434.8	280.1	751.1	307.2	271.2	357.4	298.9	280.8	387.3	551.4	346.9	312.1	430.1	543.8	376.8	330.1	379.3	326.4	322	373.6	498.4	396.1	439.9	410.3	411	484.6	431.3
10531-18	RASN	P01111	NRAS	3605.7	3041.1	2263.3	4197.1	2916.5	2533.2	2652	1977.4	3011.9	3706	3831.7	2253.5	2981.1	2751.3	2599.8	5184.7	2054.4	2538.7	2450.4	2200.6	2433.9	2337.4	2853	2618.5	1923.6	2823.9	2563.6	3963.2	2407.9	3121.4	2696.3	3532.2	3802.4	2393.7	3606.6	3024.5	2280.5	3623.5	3480	3304.4
10533-1	Fc_MOUSE	Q99LC4		314.4	241.7	587.9	265.8	357.4	200.3	253.6	365.4	224.5	198.2	353	167	212.5	232.9	1049.3	474.5	171.2	131.3	239.8	131.5	149.7	172.8	447.3	156.1	188.3	210.8	216.4	180.4	233.1	198.9	142.3	137.5	178.3	315.8	259.8	268.2	253.9	242	278.8	260.1
10534-40	PARP	P09874	PARP1	274.8	289.7	539.3	495.6	328.6	281.7	253.1	365.9	254.9	227.8	439.4	180.3	271.4	349.1	183.1	524.2	225.8	182.7	245.5	212.1	187.2	230.4	362.6	283.8	229	270.6	343.9	271.9	221.6	248.8	200.5	215	231.2	338.8	650.8	302.2	285.7	257.3	300.7	283.3
10535-25	CX6A2	Q02221	COX6A2	132.1	173.6	273.5	389.5	326.2	115.9	113.6	174.1	128.5	116.7	283.7	1008.3	126	145.9	73	231.1	115.4	71.5	163.7	145.9	70	100.1	241.3	81.6	250.5	112.9	498.1	509.7	136.1	133.8	86.3	75.7	298	289.9	138.9	441.8	183.8	237.8	540.1	200.6
10539-30	C99L2	Q8TCZ2	CD99L2	1113.3	682.7	1057.5	636.1	756.6	593.9	693.1	749.1	562.2	458.7	975.1	418.6	487	638.5	428.4	1259	444.9	424.4	579.6	350.5	388	460.1	807.6	537.4	490.1	562.1	661.1	517.5	530.9	509.4	464.5	392.2	502.2	686.2	522.5	637.8	553.3	502.9	622.2	639.7
10546-2	TSEAR	Q8WU66	TSPEAR	787.3	842.9	1808.1	800.8	2020.9	803.2	771.5	1236	760.8	752.8	924.2	637.5	19082.7	860.3	473.4	1320.9	626.4	592.5	940.7	620.7	563.9	887.8	1466.9	492.1	654.9	882.8	690	691.7	787.5	733.3	447.6	408.6	666.7	1335	853.4	1007.5	824.4	824.6	1013.2	895.7
10547-42	Fc_MOUSE	Q99LC4		575.2	599.9	1185.9	577.6	626.1	612.8	592.8	724.6	569.1	519.2	923.7	458.3	672.6	621.6	535.8	1162.1	448.7	436	560.2	400.4	501.9	528.6	697.1	488.9	544.3	580.1	778.4	563.8	473.9	551.8	538.4	482.8	570.5	1056.4	471.6	676.9	496.5	549.5	650.9	572.1
10548-35	Fc_MOUSE	Q99LC4		1699	2126.3	2221.7	2499.2	2063.9	1576.1	1997.9	2865.3	1374	1249.4	1742.8	1089.8	1479.5	1941.6	1058	4781.9	1572.4	1683.3	1449.4	890.8	978.7	2078.7	3185.9	1250.3	1092.1	1862.2	1939.1	1861.3	1358.2	1950.5	1867.8	1536.7	1672.7	1988.8	1427.9	2084.4	1953.7	1563.6	2029.9	3388.7
10550-37	BMP RIB	O00238	BMPR1B	716.8	507.8	976.5	522.7	605.2	443.7	535.3	677	501.7	416.9	1258.5	322.4	573	499.1	360.2	1063.6	358.8	351.3	484.7	315.4	313.3	975	776.1	376.7	404.3	464.8	527.4	450.8	456	470.1	364	295.9	421.4	613.3	561.5	548.1	519.1	487.8	545.5	513.2
10551-7	LAT	O43561	LAT	1889.5	1136.1	2496.2	5324.4	60659.1	1729.6	1579.5	6307.6	2273	1076.7	2292.7	1958.2	744.6	4809.4	1304.9	1210.1	5103.3	4609.5	859.5	1204.9	1579.1	1813.6	2697	1805.3	1731	1053.1	777.3	3390.8	3146.9	2218.6	16412.9	2743.6	885.7	960.2	679.7	828.6	1271.1	1083.4	1909.7	5492
10552-88	NKG2F	O43908	KLRC4	445.8	1130.7	933.5	422.5	507.1	421.4	375	589.2	423.4	409.4	1311.7	329.1	348.1	488.4	269.1	881.8	361.3	340	470.1	1443.9	289.4	386.8	681.3	309.9	370.1	470.8	562	428.9	386.7	384.4	320.4	380.9	351.8	563	410.4	531	418.7	411.1	569.7	628.4
10553-8	TOIP2	Q8NFQ8	TOR1AIP2	2035.5	2675.6	2954.1	2089.5	2411.8	1980.8	2080.1	2810.6	2677.1	2379.2	2787.5	2020.5	2340.4	2309	1513.9	3649.1	1876	1891.5	2378.2	1737.6	1646.6	1962	2993	1712.8	1859.9	2377.9	2643.9	2727.7	2085.7	2194.1	2916	1723.5	2368.4	5107.5	2222.4	2890.4	2050.1	2523.3	2874	2990.4
10554-23	BGAL	P16278	GLB1	7.7	23.3	55.6	8.4	30.5	8.6	13.6	44.2	16.4	30.6	19.2	5.2	29.7	40.7	9.2	47.8	9.3	4.7	8	40	5.4	7	66.4	7.3	7.8	8	18.3	9.4	6	18.9	6.9	17.2	62.4	34.4	22.7	13	67.8	42.9	55.8	22.8
10557-6	TEX29	Q8N6K0	TEX29	1500.8	1428.9	2376.7	1632.5	1600.3	2977.6	2414.5	1492.6	1639.7	1479.3	2808	1237.7	1327.2	1311.4	1382.4	4139.9	1439.7	1004.7	1494.6	1035.3	1435.4	1331	1200.2	1687.9	1747.9	1801.9	2179.5	1460.2	1169.5	1533.3	2005.7	1586.6	1433.8	1859.2	1415	1860.8	1348	1911.4	1662.3	1625.1
10558-26	PCDH9	Q9HC56	PCDH9	4556.7	4836.8	4291.5	4141.1	4461	4589.4	3560.3	5369.3	4793.8	3837.5	5205.4	4086.7	3691.1	5344	3350	4755.5	3452.8	4327.3	5155.9	3454.2	5447.4	3766.7	5817.4	5577.4	3170.8	4486.2	3525.4	4767.5	4556.4	4368.8	3641.6	6749.2	4755.7	4622.6	4552	6024.3	7059.5	3701.2	4641.5	4429.3
10560-1	ITM2C	Q9NQX7	ITM2C	234.4	254.5	482.2	388.3	306.6	194.7	235.4	322.9	255	233.7	269.3	158.8	471.8	280.6	158.1	383	180.6	147.1	192.7	459.5	155.8	201.5	398.4	179.1	180.6	200.7	219.8	186.2	231.6	215.2	195	173.7	204.5	294.8	235.2	336.2	265.6	254.3	286.8	254.1
10561-5	PGRP-I-alpha	Q96LB9	PGLYRP3	821	846.3	1894	737.7	1070.1	836.9	862	1178.4	795.5	697.7	1387.7	444.7	616.1	798.3	541.1	2273.4	584.5	414.1	705.6	470.1	473.1	513.3	1400.4	616.5	580.5	736.4	965.6	635.3	601.7	723.9	514.5	512.1	608.8	957.1	1056.9	871.3	999.5	788.9	918	841.1
10562-42	NETO2	Q8NC67	NETO2	742.8	641.4	941.7	774	701.4	630.9	884.1	633.7	684.6	573.5	1008.2	1069.5	717.8	593.4	606.5	1329.9	633.8	509.7	696.9	451.1	591.8	672.9	738.8	791.2	812	666.1	797.8	904.1	683.5	1056.1	856.4	504.5	579.3	1175	636.4	739.1	658.1	638	713.2	635.3
10563-13	LYSM3	Q7Z3D4	LYSMD3	143.5	153.5	304.2	152	163.6	157.9	150.1	197	241.9	228.8	220.8	120.6	182.6	157.9	107.1	269.3	145.8	109.6	142.8	134.3	117.5	147.5	174	143	156.9	150.6	188.7	144.2	120.3	145.6	120	135.7	130.6	194.3	130	183.6	193.4	143	173	151.7
10565-19	SLIK3	O94933	SLITRK3	4423.7	5577.1	7010.6	6383.9	5008.5	3348	3838.5	6904.6	5166.3	5751	5298.8	5889.7	5184.7	3715.7	4331.9	9569.4	4094	5900.2	4409.7	5751.2	5716.8	4479.2	5511.7	2837.9	6786	7987.2	5751.7	4593.7	3102	5286.1	4085.6	5474.6	4775.5	4877	8174.2	5325.1	4313.9	4516.3	6985.4	5163.1
10569-28	MFAP2	P55001	MFAP2	1076	1025.2	1725.6	1076.3	932.2	967.4	934.3	1280.9	953.1	1249.5	1571	916.1	1475.4	1201.8	967.2	2620.1	992.6	975.7	1047.1	957.1	1036.2	1163.5	1188.1	1016.4	1035.7	1235.8	1370.6	933.2	830.3	953.9	1123.9	1032.1	1057.3	1298.4	747.9	1039.7	1018.4	971.3	946	1071.4
